user_id,item_id,category_id,pay_time,order_id_pseudo
709006,924684,903809,2017-11-24 16:48:57,709006_924684_2017-11-24 16:48:57
399529,750314,542584,2017-11-24 16:49:07,399529_750314_2017-11-24 16:49:07
99031,4355508,3416804,2017-11-24 16:49:27,99031_4355508_2017-11-24 16:49:27
892399,4502844,4159072,2017-11-24 16:49:50,892399_4502844_2017-11-24 16:49:50
566802,1548622,570735,2017-11-24 16:50:43,566802_1548622_2017-11-24 16:50:43
869798,5111206,1464116,2017-11-24 16:52:34,869798_5111206_2017-11-24 16:52:34
672695,3424790,4462359,2017-11-24 16:52:43,672695_3424790_2017-11-24 16:52:43
218132,680256,2832009,2017-11-24 16:54:58,218132_680256_2017-11-24 16:54:58
778244,4832065,2548944,2017-11-24 16:57:32,778244_4832065_2017-11-24 16:57:32
57914,4170862,750949,2017-11-24 16:57:35,57914_4170862_2017-11-24 16:57:35
12265,2020497,4758477,2017-11-24 17:00:45,12265_2020497_2017-11-24 17:00:45
438136,1946019,3231625,2017-11-24 17:03:50,438136_1946019_2017-11-24 17:03:50
68591,1261066,4918438,2017-11-24 17:05:27,68591_1261066_2017-11-24 17:05:27
1015418,4830899,1349561,2017-11-24 17:06:31,1015418_4830899_2017-11-24 17:06:31
384710,3506288,3139583,2017-11-24 17:07:19,384710_3506288_2017-11-24 17:07:19
127098,3108496,4462359,2017-11-24 17:11:03,127098_3108496_2017-11-24 17:11:03
182738,4860930,3232473,2017-11-24 17:11:44,182738_4860930_2017-11-24 17:11:44
141777,2188206,1884568,2017-11-24 17:12:19,141777_2188206_2017-11-24 17:12:19
943560,1891265,2885642,2017-11-24 17:15:04,943560_1891265_2017-11-24 17:15:04
518304,1267203,1320293,2017-11-24 17:16:08,518304_1267203_2017-11-24 17:16:08
164104,2975866,800581,2017-11-24 17:17:27,164104_2975866_2017-11-24 17:17:27
19348,4653017,801221,2017-11-24 17:18:11,19348_4653017_2017-11-24 17:18:11
192251,1855670,4558987,2017-11-24 17:20:16,192251_1855670_2017-11-24 17:20:16
97118,3718298,2520377,2017-11-24 17:21:37,97118_3718298_2017-11-24 17:21:37
147910,1914242,1792277,2017-11-24 17:25:43,147910_1914242_2017-11-24 17:25:43
60102,2538125,4357323,2017-11-24 17:25:44,60102_2538125_2017-11-24 17:25:44
280720,3857332,3738615,2017-11-24 17:28:33,280720_3857332_2017-11-24 17:28:33
146215,4112778,3604509,2017-11-24 17:34:24,146215_4112778_2017-11-24 17:34:24
244267,4997967,1080785,2017-11-24 17:35:35,244267_4997967_2017-11-24 17:35:35
79489,3865910,2885642,2017-11-24 17:41:17,79489_3865910_2017-11-24 17:41:17
996592,3171924,1045172,2017-11-24 17:41:40,996592_3171924_2017-11-24 17:41:40
747126,43801,2640118,2017-11-24 17:42:25,747126_43801_2017-11-24 17:42:25
239347,3953988,1320293,2017-11-24 17:42:52,239347_3953988_2017-11-24 17:42:52
383047,4034130,677862,2017-11-24 17:44:26,383047_4034130_2017-11-24 17:44:26
170857,3590931,2355072,2017-11-24 17:48:58,170857_3590931_2017-11-24 17:48:58
411266,4669170,1080785,2017-11-24 17:49:13,411266_4669170_2017-11-24 17:49:13
788304,1305697,3081594,2017-11-24 17:53:02,788304_1305697_2017-11-24 17:53:02
735967,184756,846990,2017-11-24 17:55:47,735967_184756_2017-11-24 17:55:47
918018,4959142,5045733,2017-11-24 17:59:07,918018_4959142_2017-11-24 17:59:07
693303,2533652,2735466,2017-11-24 18:02:34,693303_2533652_2017-11-24 18:02:34
940006,2806416,4576874,2017-11-24 18:02:51,940006_2806416_2017-11-24 18:02:51
134213,4575585,2520377,2017-11-24 18:07:11,134213_4575585_2017-11-24 18:07:11
267111,1567555,2004007,2017-11-24 18:11:10,267111_1567555_2017-11-24 18:11:10
197629,856950,4145813,2017-11-24 18:14:13,197629_856950_2017-11-24 18:14:13
483771,1797488,3999977,2017-11-24 18:21:57,483771_1797488_2017-11-24 18:21:57
322249,4480214,2465336,2017-11-24 18:30:12,322249_4480214_2017-11-24 18:30:12
650991,257156,2806049,2017-11-24 18:37:19,650991_257156_2017-11-24 18:37:19
687335,3545535,721664,2017-11-24 18:54:56,687335_3545535_2017-11-24 18:54:56
894927,4771711,866301,2017-11-24 19:01:30,894927_4771711_2017-11-24 19:01:30
883243,1274850,4801426,2017-11-24 19:02:40,883243_1274850_2017-11-24 19:02:40
191795,746637,2460565,2017-11-24 19:05:30,191795_746637_2017-11-24 19:05:30
357510,1270913,1272549,2017-11-24 19:14:00,357510_1270913_2017-11-24 19:14:00
342475,3446608,3616520,2017-11-24 19:14:20,342475_3446608_2017-11-24 19:14:20
355479,2343757,5046132,2017-11-24 19:20:49,355479_2343757_2017-11-24 19:20:49
366801,4743022,1104384,2017-11-24 19:21:06,366801_4743022_2017-11-24 19:21:06
42676,2884234,1834026,2017-11-24 19:23:04,42676_2884234_2017-11-24 19:23:04
88243,2505163,1516409,2017-11-24 19:26:14,88243_2505163_2017-11-24 19:26:14
402494,2030624,2355072,2017-11-24 19:39:20,402494_2030624_2017-11-24 19:39:20
445867,2993974,4801426,2017-11-24 19:48:42,445867_2993974_2017-11-24 19:48:42
285211,2618435,2939262,2017-11-24 19:52:09,285211_2618435_2017-11-24 19:52:09
529940,1708204,72526,2017-11-24 19:52:53,529940_1708204_2017-11-24 19:52:53
366421,1652588,3566542,2017-11-24 20:08:30,366421_1652588_2017-11-24 20:08:30
796382,1835585,1320293,2017-11-24 20:27:43,796382_1835585_2017-11-24 20:27:43
228928,9825,181182,2017-11-24 20:36:46,228928_9825_2017-11-24 20:36:46
269633,5148713,5142197,2017-11-24 20:49:54,269633_5148713_2017-11-24 20:49:54
702659,2162956,4286569,2017-11-24 20:58:55,702659_2162956_2017-11-24 20:58:55
307041,1038289,800581,2017-11-24 21:04:11,307041_1038289_2017-11-24 21:04:11
245902,4457400,800581,2017-11-24 21:12:21,245902_4457400_2017-11-24 21:12:21
513182,4340855,3753279,2017-11-24 21:27:02,513182_4340855_2017-11-24 21:27:02
642534,3873539,904454,2017-11-24 21:50:07,642534_3873539_2017-11-24 21:50:07
748996,1716526,411153,2017-11-24 21:54:53,748996_1716526_2017-11-24 21:54:53
274409,1056273,903809,2017-11-24 22:05:30,274409_1056273_2017-11-24 22:05:30
435634,2437517,2735466,2017-11-24 22:05:33,435634_2437517_2017-11-24 22:05:33
930702,3084167,3682757,2017-11-24 22:07:30,930702_3084167_2017-11-24 22:07:30
248721,4082554,1464116,2017-11-24 22:24:11,248721_4082554_2017-11-24 22:24:11
910577,4054193,3065645,2017-11-24 22:28:19,910577_4054193_2017-11-24 22:28:19
224691,4188751,4756105,2017-11-24 22:30:26,224691_4188751_2017-11-24 22:30:26
53005,2469767,2561712,2017-11-24 22:32:15,53005_2469767_2017-11-24 22:32:15
12806,1213305,545259,2017-11-24 22:38:12,12806_1213305_2017-11-24 22:38:12
305330,1397603,2629787,2017-11-24 22:39:00,305330_1397603_2017-11-24 22:39:00
371344,3421274,904454,2017-11-24 22:47:49,371344_3421274_2017-11-24 22:47:49
337907,1199064,2311290,2017-11-24 22:48:25,337907_1199064_2017-11-24 22:48:25
535388,4228026,2853993,2017-11-24 22:49:34,535388_4228026_2017-11-24 22:49:34
329066,655571,846990,2017-11-24 22:50:06,329066_655571_2017-11-24 22:50:06
605551,2587297,539513,2017-11-24 22:51:49,605551_2587297_2017-11-24 22:51:49
111299,3015666,1973012,2017-11-24 22:51:55,111299_3015666_2017-11-24 22:51:55
349097,530298,3563906,2017-11-24 22:52:38,349097_530298_2017-11-24 22:52:38
210921,4655012,2342116,2017-11-24 22:59:12,210921_4655012_2017-11-24 22:59:12
1014163,3794146,2812445,2017-11-24 23:02:14,1014163_3794146_2017-11-24 23:02:14
215610,4494899,3299155,2017-11-24 23:04:50,215610_4494899_2017-11-24 23:04:50
646038,489936,2578647,2017-11-24 23:05:33,646038_489936_2017-11-24 23:05:33
143121,354757,3738615,2017-11-24 23:08:15,143121_354757_2017-11-24 23:08:15
827364,5103593,1669167,2017-11-24 23:12:26,827364_5103593_2017-11-24 23:12:26
68959,2728260,2739327,2017-11-24 23:12:48,68959_2728260_2017-11-24 23:12:48
174890,2332453,3220984,2017-11-24 23:13:38,174890_2332453_2017-11-24 23:13:38
638080,973198,3747017,2017-11-24 23:17:40,638080_973198_2017-11-24 23:17:40
471542,4131965,4763051,2017-11-24 23:17:41,471542_4131965_2017-11-24 23:17:41
255854,1352459,3132593,2017-11-24 23:27:14,255854_1352459_2017-11-24 23:27:14
312230,2970406,3767409,2017-11-24 23:27:38,312230_2970406_2017-11-24 23:27:38
335261,647234,3577636,2017-11-24 23:30:31,335261_647234_2017-11-24 23:30:31
312230,1262448,4995985,2017-11-24 23:31:48,312230_1262448_2017-11-24 23:31:48
826832,2706853,2465336,2017-11-24 23:32:19,826832_2706853_2017-11-24 23:32:19
281822,1727478,4050612,2017-11-24 23:33:04,281822_1727478_2017-11-24 23:33:04
998116,4099753,4069500,2017-11-24 23:35:55,998116_4099753_2017-11-24 23:35:55
556517,4576589,2578647,2017-11-24 23:36:30,556517_4576589_2017-11-24 23:36:30
362801,4990684,846990,2017-11-24 23:36:35,362801_4990684_2017-11-24 23:36:35
526166,2691064,1320293,2017-11-24 23:38:04,526166_2691064_2017-11-24 23:38:04
388274,1085379,2903469,2017-11-24 23:38:15,388274_1085379_2017-11-24 23:38:15
659822,4560941,4039865,2017-11-24 23:38:45,659822_4560941_2017-11-24 23:38:45
254733,3332387,4107781,2017-11-24 23:39:27,254733_3332387_2017-11-24 23:39:27
991981,1615077,3081594,2017-11-24 23:42:24,991981_1615077_2017-11-24 23:42:24
563614,2569318,4918438,2017-11-24 23:43:34,563614_2569318_2017-11-24 23:43:34
988587,2139400,982926,2017-11-24 23:43:53,988587_2139400_2017-11-24 23:43:53
201730,4311809,4719814,2017-11-24 23:45:08,201730_4311809_2017-11-24 23:45:08
904608,3439161,3343024,2017-11-24 23:46:44,904608_3439161_2017-11-24 23:46:44
674427,1268766,4223012,2017-11-24 23:47:24,674427_1268766_2017-11-24 23:47:24
982346,2068637,4524771,2017-11-24 23:49:12,982346_2068637_2017-11-24 23:49:12
912148,384599,1609467,2017-11-24 23:49:35,912148_384599_2017-11-24 23:49:35
763163,2108478,846990,2017-11-24 23:51:00,763163_2108478_2017-11-24 23:51:00
120592,575277,2739327,2017-11-24 23:51:12,120592_575277_2017-11-24 23:51:12
413699,4277809,622168,2017-11-24 23:54:10,413699_4277809_2017-11-24 23:54:10
706517,2718789,570735,2017-11-24 23:54:21,706517_2718789_2017-11-24 23:54:21
629988,2744676,982926,2017-11-24 23:56:06,629988_2744676_2017-11-24 23:56:06
945636,1753794,3662596,2017-11-24 23:58:00,945636_1753794_2017-11-24 23:58:00
348252,1611550,1029459,2017-11-24 23:58:10,348252_1611550_2017-11-24 23:58:10
368215,4543640,2394030,2017-11-24 23:58:14,368215_4543640_2017-11-24 23:58:14
299556,1799771,5144469,2017-11-24 23:58:49,299556_1799771_2017-11-24 23:58:49
321726,2174439,1029459,2017-11-24 23:59:29,321726_2174439_2017-11-24 23:59:29
167964,4167409,903809,2017-11-24 23:59:44,167964_4167409_2017-11-24 23:59:44
211720,184756,846990,2017-11-25 00:00:42,211720_184756_2017-11-25 00:00:42
893453,284053,3108044,2017-11-25 00:07:20,893453_284053_2017-11-25 00:07:20
653411,3557147,1615537,2017-11-25 00:07:44,653411_3557147_2017-11-25 00:07:44
684635,5069556,570735,2017-11-25 00:08:36,684635_5069556_2017-11-25 00:08:36
702199,1296798,982926,2017-11-25 00:08:58,702199_1296798_2017-11-25 00:08:58
337974,2561448,4974254,2017-11-25 00:09:29,337974_2561448_2017-11-25 00:09:29
43011,1977520,1689624,2017-11-25 00:10:11,43011_1977520_2017-11-25 00:10:11
392298,333655,1030192,2017-11-25 00:10:44,392298_333655_2017-11-25 00:10:44
283595,695524,1464116,2017-11-25 00:11:00,283595_695524_2017-11-25 00:11:00
477307,3993579,1867533,2017-11-25 00:13:31,477307_3993579_2017-11-25 00:13:31
453756,4903999,238434,2017-11-25 00:14:02,453756_4903999_2017-11-25 00:14:02
625483,267810,4148053,2017-11-25 00:14:19,625483_267810_2017-11-25 00:14:19
826968,3347345,2558204,2017-11-25 00:16:44,826968_3347345_2017-11-25 00:16:44
744552,3756231,2735466,2017-11-25 00:17:19,744552_3756231_2017-11-25 00:17:19
222197,2820154,4918438,2017-11-25 00:17:46,222197_2820154_2017-11-25 00:17:46
980315,4270054,1320293,2017-11-25 00:20:15,980315_4270054_2017-11-25 00:20:15
767408,3559311,1464116,2017-11-25 00:20:56,767408_3559311_2017-11-25 00:20:56
767408,414543,1464116,2017-11-25 00:20:56,767408_414543_2017-11-25 00:20:56
334614,5062925,5013760,2017-11-25 00:22:09,334614_5062925_2017-11-25 00:22:09
702926,3823587,450901,2017-11-25 00:24:28,702926_3823587_2017-11-25 00:24:28
763015,3056225,1464116,2017-11-25 00:25:19,763015_3056225_2017-11-25 00:25:19
935484,1455617,102272,2017-11-25 00:26:05,935484_1455617_2017-11-25 00:26:05
231911,4126884,4138583,2017-11-25 00:26:19,231911_4126884_2017-11-25 00:26:19
341293,1208082,1029459,2017-11-25 00:27:48,341293_1208082_2017-11-25 00:27:48
35614,3670907,570735,2017-11-25 00:27:54,35614_3670907_2017-11-25 00:27:54
193605,4659812,99507,2017-11-25 00:28:24,193605_4659812_2017-11-25 00:28:24
1006354,4327219,928449,2017-11-25 00:28:33,1006354_4327219_2017-11-25 00:28:33
857467,569219,1851156,2017-11-25 00:28:42,857467_569219_2017-11-25 00:28:42
473457,2333707,1299190,2017-11-25 00:29:22,473457_2333707_2017-11-25 00:29:22
1009954,2989167,2003083,2017-11-25 00:29:39,1009954_2989167_2017-11-25 00:29:39
255571,3195548,1859277,2017-11-25 00:30:31,255571_3195548_2017-11-25 00:30:31
706013,4052749,149192,2017-11-25 00:31:17,706013_4052749_2017-11-25 00:31:17
95185,3757803,4537973,2017-11-25 00:32:10,95185_3757803_2017-11-25 00:32:10
331511,3541074,903809,2017-11-25 00:32:49,331511_3541074_2017-11-25 00:32:49
933509,2568353,3937814,2017-11-25 00:33:04,933509_2568353_2017-11-25 00:33:04
411435,1900810,1464116,2017-11-25 00:34:15,411435_1900810_2017-11-25 00:34:15
873741,4029704,1717476,2017-11-25 00:34:18,873741_4029704_2017-11-25 00:34:18
869441,2202119,1787510,2017-11-25 00:34:43,869441_2202119_2017-11-25 00:34:43
602666,2624505,3836451,2017-11-25 00:37:59,602666_2624505_2017-11-25 00:37:59
200576,325430,4244487,2017-11-25 00:38:51,200576_325430_2017-11-25 00:38:51
994543,1005005,535180,2017-11-25 00:41:06,994543_1005005_2017-11-25 00:41:06
756466,1191642,4145813,2017-11-25 00:41:44,756466_1191642_2017-11-25 00:41:44
183550,4086954,2629787,2017-11-25 00:42:31,183550_4086954_2017-11-25 00:42:31
266965,709963,4015257,2017-11-25 00:42:56,266965_709963_2017-11-25 00:42:56
909931,4345795,2304296,2017-11-25 00:43:58,909931_4345795_2017-11-25 00:43:58
934655,3875484,3155703,2017-11-25 00:44:24,934655_3875484_2017-11-25 00:44:24
614782,4970767,3747017,2017-11-25 00:44:51,614782_4970767_2017-11-25 00:44:51
173110,4009204,5045733,2017-11-25 00:45:25,173110_4009204_2017-11-25 00:45:25
686950,4604021,1973012,2017-11-25 00:46:15,686950_4604021_2017-11-25 00:46:15
300088,342776,376030,2017-11-25 00:46:22,300088_342776_2017-11-25 00:46:22
205536,373110,1464116,2017-11-25 00:46:24,205536_373110_2017-11-25 00:46:24
764048,5116951,1615537,2017-11-25 00:47:58,764048_5116951_2017-11-25 00:47:58
227119,3436669,4519460,2017-11-25 00:48:02,227119_3436669_2017-11-25 00:48:02
574924,2588261,4462359,2017-11-25 00:48:24,574924_2588261_2017-11-25 00:48:24
561921,2691985,3607361,2017-11-25 00:49:35,561921_2691985_2017-11-25 00:49:35
793039,2970024,1973012,2017-11-25 00:50:56,793039_2970024_2017-11-25 00:50:56
329612,978897,1308457,2017-11-25 00:50:58,329612_978897_2017-11-25 00:50:58
806337,1628042,3353174,2017-11-25 00:51:02,806337_1628042_2017-11-25 00:51:02
705198,1666211,2640118,2017-11-25 00:51:04,705198_1666211_2017-11-25 00:51:04
434019,3257271,772629,2017-11-25 00:51:29,434019_3257271_2017-11-25 00:51:29
133577,1833295,1922644,2017-11-25 00:53:24,133577_1833295_2017-11-25 00:53:24
379741,2743649,4763051,2017-11-25 00:53:42,379741_2743649_2017-11-25 00:53:42
1005362,1915784,3299155,2017-11-25 00:54:51,1005362_1915784_2017-11-25 00:54:51
619162,2218161,149192,2017-11-25 00:54:54,619162_2218161_2017-11-25 00:54:54
546185,4005743,1299190,2017-11-25 00:55:11,546185_4005743_2017-11-25 00:55:11
349172,83581,338646,2017-11-25 00:55:21,349172_83581_2017-11-25 00:55:21
780750,704396,4544743,2017-11-25 00:56:17,780750_704396_2017-11-25 00:56:17
298127,5040203,2072473,2017-11-25 00:56:58,298127_5040203_2017-11-25 00:56:58
251609,1701,2558244,2017-11-25 00:57:03,251609_1701_2017-11-25 00:57:03
281963,1197743,2939262,2017-11-25 00:57:48,281963_1197743_2017-11-25 00:57:48
542672,4714261,3738615,2017-11-25 00:58:27,542672_4714261_2017-11-25 00:58:27
77546,4895711,2885642,2017-11-25 00:58:47,77546_4895711_2017-11-25 00:58:47
967598,3693816,1464116,2017-11-25 00:58:55,967598_3693816_2017-11-25 00:58:55
555697,3394074,2997109,2017-11-25 01:00:05,555697_3394074_2017-11-25 01:00:05
215262,4425571,3002561,2017-11-25 01:00:08,215262_4425571_2017-11-25 01:00:08
1006291,2902330,3147850,2017-11-25 01:02:00,1006291_2902330_2017-11-25 01:02:00
289477,2836601,2100611,2017-11-25 01:02:03,289477_2836601_2017-11-25 01:02:03
606490,2201619,883960,2017-11-25 01:02:24,606490_2201619_2017-11-25 01:02:24
184848,4530862,3840905,2017-11-25 01:02:52,184848_4530862_2017-11-25 01:02:52
524003,3952308,1216617,2017-11-25 01:02:55,524003_3952308_2017-11-25 01:02:55
988779,1676518,800581,2017-11-25 01:03:41,988779_1676518_2017-11-25 01:03:41
327731,4836888,1349561,2017-11-25 01:05:50,327731_4836888_2017-11-25 01:05:50
465622,3388117,4558987,2017-11-25 01:07:08,465622_3388117_2017-11-25 01:07:08
83538,3921164,2520771,2017-11-25 01:09:07,83538_3921164_2017-11-25 01:09:07
555394,3744489,4222383,2017-11-25 01:09:20,555394_3744489_2017-11-25 01:09:20
799574,44448,3206550,2017-11-25 01:10:30,799574_44448_2017-11-25 01:10:30
275064,1224652,3747017,2017-11-25 01:11:04,275064_1224652_2017-11-25 01:11:04
215980,19408,85955,2017-11-25 01:11:17,215980_19408_2017-11-25 01:11:17
54929,1292975,1851156,2017-11-25 01:12:11,54929_1292975_2017-11-25 01:12:11
725115,2622918,4360192,2017-11-25 01:12:13,725115_2622918_2017-11-25 01:12:13
861042,2964986,4227487,2017-11-25 01:12:33,861042_2964986_2017-11-25 01:12:33
848374,403613,4756105,2017-11-25 01:12:49,848374_403613_2017-11-25 01:12:49
785360,4219087,1787510,2017-11-25 01:13:05,785360_4219087_2017-11-25 01:13:05
602781,1748871,4217906,2017-11-25 01:14:08,602781_1748871_2017-11-25 01:14:08
253546,3029360,1879194,2017-11-25 01:14:09,253546_3029360_2017-11-25 01:14:09
532764,4482074,1026507,2017-11-25 01:16:10,532764_4482074_2017-11-25 01:16:10
826874,2079569,4871255,2017-11-25 01:16:41,826874_2079569_2017-11-25 01:16:41
804784,88275,3303026,2017-11-25 01:16:46,804784_88275_2017-11-25 01:16:46
505662,75503,381850,2017-11-25 01:17:33,505662_75503_2017-11-25 01:17:33
637189,3971782,339124,2017-11-25 01:17:44,637189_3971782_2017-11-25 01:17:44
912310,3628244,2156574,2017-11-25 01:17:51,912310_3628244_2017-11-25 01:17:51
714794,4976648,4696710,2017-11-25 01:18:42,714794_4976648_2017-11-25 01:18:42
131399,4376229,2945933,2017-11-25 01:22:13,131399_4376229_2017-11-25 01:22:13
473021,4729875,772629,2017-11-25 01:22:35,473021_4729875_2017-11-25 01:22:35
357005,4236713,411153,2017-11-25 01:22:59,357005_4236713_2017-11-25 01:22:59
23178,4534442,4148053,2017-11-25 01:23:17,23178_4534442_2017-11-25 01:23:17
23143,386440,2440115,2017-11-25 01:23:24,23143_386440_2017-11-25 01:23:24
159882,4527844,2360839,2017-11-25 01:23:41,159882_4527844_2017-11-25 01:23:41
437958,2380710,1265358,2017-11-25 01:23:47,437958_2380710_2017-11-25 01:23:47
267265,4862426,4801426,2017-11-25 01:24:49,267265_4862426_2017-11-25 01:24:49
982425,4252236,3880463,2017-11-25 01:26:18,982425_4252236_2017-11-25 01:26:18
308286,2183373,3604509,2017-11-25 01:26:36,308286_2183373_2017-11-25 01:26:36
887256,557626,2459106,2017-11-25 01:27:21,887256_557626_2017-11-25 01:27:21
999444,668148,1320293,2017-11-25 01:28:18,999444_668148_2017-11-25 01:28:18
378419,37336,2885642,2017-11-25 01:29:55,378419_37336_2017-11-25 01:29:55
190839,412001,4719814,2017-11-25 01:31:49,190839_412001_2017-11-25 01:31:49
807322,39222,431452,2017-11-25 01:32:17,807322_39222_2017-11-25 01:32:17
738418,3136994,4244487,2017-11-25 01:32:34,738418_3136994_2017-11-25 01:32:34
569783,3867919,3232473,2017-11-25 01:36:43,569783_3867919_2017-11-25 01:36:43
164689,1308143,1464116,2017-11-25 01:37:47,164689_1308143_2017-11-25 01:37:47
486207,3195130,2355072,2017-11-25 01:38:00,486207_3195130_2017-11-25 01:38:00
985890,575720,4217906,2017-11-25 01:39:16,985890_575720_2017-11-25 01:39:16
292703,4944589,2520771,2017-11-25 01:39:57,292703_4944589_2017-11-25 01:39:57
426328,4325090,1567637,2017-11-25 01:41:32,426328_4325090_2017-11-25 01:41:32
635436,1286582,2949136,2017-11-25 01:42:10,635436_1286582_2017-11-25 01:42:10
541763,442123,4357323,2017-11-25 01:44:20,541763_442123_2017-11-25 01:44:20
959080,3590353,1611144,2017-11-25 01:44:52,959080_3590353_2017-11-25 01:44:52
866779,4121510,1464116,2017-11-25 01:45:42,866779_4121510_2017-11-25 01:45:42
953943,2822901,4357323,2017-11-25 01:46:31,953943_2822901_2017-11-25 01:46:31
451065,3733127,4444302,2017-11-25 01:48:07,451065_3733127_2017-11-25 01:48:07
314383,780056,690811,2017-11-25 01:48:23,314383_780056_2017-11-25 01:48:23
414054,3081262,2725426,2017-11-25 01:48:41,414054_3081262_2017-11-25 01:48:41
956926,3049508,3715529,2017-11-25 01:49:58,956926_3049508_2017-11-25 01:49:58
354058,4419544,2337395,2017-11-25 01:50:01,354058_4419544_2017-11-25 01:50:01
475756,4956915,2228184,2017-11-25 01:50:10,475756_4956915_2017-11-25 01:50:10
320674,4443059,570735,2017-11-25 01:50:20,320674_4443059_2017-11-25 01:50:20
850097,4629708,1881956,2017-11-25 01:50:25,850097_4629708_2017-11-25 01:50:25
573324,1049297,2940518,2017-11-25 01:51:01,573324_1049297_2017-11-25 01:51:01
695684,4929633,3156448,2017-11-25 01:51:38,695684_4929633_2017-11-25 01:51:38
640529,2689680,3381583,2017-11-25 01:51:45,640529_2689680_2017-11-25 01:51:45
211423,4850862,4244487,2017-11-25 01:52:09,211423_4850862_2017-11-25 01:52:09
607519,1093434,2515942,2017-11-25 01:53:27,607519_1093434_2017-11-25 01:53:27
955717,2015241,1320293,2017-11-25 01:53:37,955717_2015241_2017-11-25 01:53:37
873855,3480588,2158079,2017-11-25 01:53:44,873855_3480588_2017-11-25 01:53:44
96162,1165675,3313438,2017-11-25 01:54:00,96162_1165675_2017-11-25 01:54:00
